"","W1","W2","W3","W4","Count"
"7551","nicht","im","haus","ist",3
"7552","man","auch","schon","mal",3
"7553","sind","auch","in","den",3
"7554","es","drängt","sich","der",3
"7555","sich","der","verdacht","auf",3
"7556","der","verdacht","auf","dass",3
"7557","sie","können","sich","nicht",3
"7558","auf","die","schnelle","nicht",3
"7559","beate","uhse","das","recht",3
"7560","uhse","das","recht","auf",3
"7561","das","recht","auf","liebe",3
"7562","und","das","weiß","ich",3
"7563","das","ist","ein","gutes",3
"7564","die","planungen","für","die",3
"7565","schade","nur","dass","es",3
"7566","davon","auszugehen","ist","dass",3
"7567","nicht","mehr","mit","den",3
"7568","in","der","nacht","in",3
"7569","viel","spaß","und","viel",3
"7570","ins","leben","gerufen","hat",3
"7571","um","die","uhr","in",3
"7572","das","kann","kein","zufall",3
"7573","bei","der","sitzung","des",3
"7574","weiß","ja","nicht","was",3
"7575","die","klinke","in","die",3
"7576","klinke","in","die","hand",3
"7577","waren","es","nur","noch",3
"7578","es","nur","noch","zwei",3
"7579","es","ist","alles","gut",3
"7580","wir","uns","mal","wieder",3
"7581","bei","mir","kann","man",3
"7582","kann","man","sogar","im",3
"7583","ich","auch","noch","nie",3
"7584","von","10","bis","16",3
"7585","10","bis","16","uhr",3
"7586","nicht","ganz","so","wie",3
"7587","für","die","die","es",3
"7588","die","sache","mit","der",3
"7589","der","zweiten","hälfte","der",3
"7590","gibt","es","einen","neuen",3
"7591","einen","sonnigen","start","in",3
"7592","wer","von","euch","ist",3
"7593","til","schweiger","wird","tatort-kommissar",3
"7594","wenn","ich","wieder","in",3
"7595","ist","schwer","zu","sagen",3
"7596","das","war","auch","schon",3
"7597","dass","ich","noch","ein",3
"7598","ich","noch","ein","paar",3
"7599","ich","es","auch","nicht",3
"7600","so","viele","wie","in",3
"7601","für","immer","und","ewig",3
"7602","wir","bitten","um","entschuldigung",3
"7603","ich","mich","über","den",3
"7604","kann","es","doch","nicht",3
"7605","es","doch","nicht","sein",3
"7606","es","nicht","mehr","geht",3
"7607","steht","ganz","im","zeichen",3
"7608","ganz","im","zeichen","des",3
"7609","vor","mir","an","der",3
"7610","und","das","ist","nur",3
"7611","nur","die","spitze","des",3
"7612","was","bedeutet","das","für",3
"7613","werde","ich","gleich","mal",3
"7614","das","ist","schon","mal",3
"7615","musik","auf","den","ohren",3
"7616","freut","sich","über","einen",3
"7617","ich","das","ganze","jahr",3
"7618","der","ist","immer","noch",3
"7619","der","grund","für","den",3
"7620","nächstes","jahr","bin","ich",3
"7621","bin","ich","wieder","dabei",3
"7622","wir","sind","mit","den",3
"7623","wenn","man","erst","mal",3
"7624","wie","soll","man","da",3
"7625","nicht","ob","ich","es",3
"7626","wird","sich","zeigen","wie",3
"7627","klar","dass","es","sich",3
"7628","das","problem","mit","der",3
"7629","und","nach","und","nach",3
"7630","eigentlich","der","unterschied","zwischen",3
"7631","auch","nicht","aber","ich",3
"7632","ist","zu","kurz","um",3
"7633","aber","irgendwie","hab","ich",3
"7634","in","der","ich","mich",3
"7635","nur","weil","ich","nicht",3
"7636","ist","ja","nur","ein",3
"7637","noch","in","die","stadt",3
"7638","nicht","damit","gerechnet","dass",3
"7639","mit","kaffee","und","kuchen",3
"7640","zu","tun","haben","mit",3
"7641","fehlt","eigentlich","nur","noch",3
"7642","ist","ein","sehr","guter",3
"7643","und","die","chance","auf",3
"7644","zu","erklären","dass","der",3
"7645","mal","die","augen","auf",3
"7646","ein","bisschen","angst","dass",3
"7647","woche","geht","es","wieder",3
"7648","es","wird","mal","wieder",3
"7649","wird","mal","wieder","zeit",3
"7650","wieder","zeit","für","ein",3
"7651","es","wird","alles","gut",3
"7652","in","halle","an","der",3
"7653","halle","an","der","saale",3
"7654","nichts","zu","sagen","hat",3
"7655","vielleicht","wird","es","ja",3
"7656","wir","leben","in","einem",3
"7657","haben","im","vergangenen","jahr",3
"7658","dazu","in","der","lage",3
"7659","in","der","lage","ihre",3
"7660","es","macht","keinen","sinn",3
"7661","moin","moin","an","alle",3
"7662","und","ist","auch","nicht",3
"7663","sein","aber","es","ist",3
"7664","hat","sich","die","zahl",3
"7665","das","ist","einfach","nicht",3
"7666","was","bist","du","denn",3
"7667","nachfolger","von","thomas","gottschalk",3
"7668","nur","der","erste","schritt",3
"7669","gar","nicht","mehr","zu",3
"7670","an","die","guten","alten",3
"7671","in","denen","ich","mich",3
"7672","und","hoffen","dass","er",3
"7673","das","kenn","ich","nur",3
"7674","unter","anderem","mit","einem",3
"7675","einfach","nicht","aus","dem",3
"7676","in","den","wahnsinn","treiben",3
"7677","guten","start","ins","jahr",3
"7678","für","den","posten","des",3
"7679","gibt","es","bereits","die",3
"7680","von","der","frankfurter","buchmesse",3
"7681","guten","morgen","#ruhrgebiet","und",3
"7682","morgen","#ruhrgebiet","und","rest",3
"7683","#ruhrgebiet","und","rest","der",3
"7684","und","rest","der","welt",3
"7685","gibt","es","ein","problem",3
"7686","lässt","sich","streiten","aber",3
"7687","es","gibt","auch","eine",3
"7688","immer","wenn","ich","einen",3
"7689","wie","hoch","der","anteil",3
"7690","mal","wieder","was","zu",3
"7691","kann","es","passieren","dass",3
"7692","kann","man","nicht","sagen",3
"7693","die","in","den","nächsten",3
"7694","bin","ich","nicht","so",3
"7695","in","den","genuss","kommen",3
"7696","in","wiesbaden","bei","der",3
"7697","das","kann","ja","was",3
"7698","kann","ja","was","werden",3
"7699","ein","paar","bilder","von",3
"7700","ist","nicht","mehr","da",3
"7701","an","den","tagen","an",3
"7702","den","tagen","an","denen",3
"7703","den","sturz","des","regimes",3
"7704","wie","in","den","anderen",3
"7705","aus","der","bahn","geworfen",3
"7706","man","kann","auch","mit",3
"7707","bleibt","mir","nichts","anderes",3
"7708","dacht","ich","mir","doch",3
"7709","den","einzug","in","den",3
"7710","auf","dem","sofa","liegen",3
"7711","nicht","im","sinne","der",3
"7712","die","nase","voll","von",3
"7713","ich","fühle","mich","auch",3
"7714","alle","die","sich","für",3
"7715","nicht","unbedingt","zu","den",3
"7716","nicht","mehr","zur","schule",3
"7717","habe","ich","nicht","gefunden",3
"7718","für","die","teilnahme","am",3
"7719","wenn","du","dich","auf",3
"7720","wenn","das","so","ist",3
"7721","doch","mal","auf","die",3
"7722","aber","da","bin","ich",3
"7723","da","gar","nicht","so",3
"7724","vor","der","tür","die",3
"7725","kann","mich","noch","an",3
"7726","zu","sich","nach","hause",3
"7727","auch","um","die","frage",3
"7728","für","die","vielen","glückwünsche",3
"7729","und","was","macht","er",3
"7730","mal","sehen","wie","ich",3
"7731","es","war","einfach","ein",3
"7732","und","dann","mit","dem",3
"7733","und","nicht","nur","ein",3
"7734","auch","wenn","ich","noch",3
"7735","auch","gar","nicht","so",3
"7736","sich","auch","nicht","mehr",3
"7737","sich","dem","ende","zu",3
"7738","einen","großen","bogen","um",3
"7739","nicht","eins","zu","eins",3
"7740","mit","rat","und","tat",3
"7741","was","ist","mit","der",3
"7742","muss","ich","mir","nicht",3
"7743","der","anderen","seite","ist",3
"7744","ist","es","auch","nicht",3
"7745","kein","wort","über","die",3
"7746","kennt","ihr","das","gefühl",3
"7747","wobei","ich","ja","auch",3
"7748","von","bis","zu","60",3
"7749","gleich","auf","die","suche",3
"7750","die","gute","alte","zeit",3
"7751","weil","ich","nicht","weiß",3
"7752","was","fehlt","ist","das",3
"7753","auch","wenn","wir","uns",3
"7754","liegt","auf","dem","rücken",3
"7755","heute","morgen","in","der",3
"7756","endlich","mal","wieder","was",3
"7757","und","so","tun","als",3
"7758","auch","dafür","gesorgt","dass",3
"7759","nein","im","ernst","ich",3
"7760","ich","mal","wieder","auf",3
"7761","bin","ich","immer","so",3
"7762","nun","ist","es","nicht",3
"7763","dann","ist","es","ein",3
"7764","zum","ersten","mal","richtig",3
"7765","habe","ich","mir","vorgenommen",3
"7766","heute","geht","es","um",3
"7767","auch","ein","bisschen","mehr",3
"7768","am","donnerstag","habe","ich",3
"7769","viel","spaß","mit","der",3
"7770","gibt","es","etwas","zu",3
"7771","ist","ja","nicht","auszuhalten",3
"7772","dass","es","sich","in",3
"7773","ich","rechne","damit","dass",3
"7774","schließt","sich","der","kreis",3
"7775","tot","in","ihrer","wohnung",3
"7776","in","ihrer","wohnung","in",3
"7777","sich","keine","sorgen","machen",3
"7778","sollte","auf","jeden","fall",3
"7779","wir","sind","noch","nicht",3
"7780","mit","den","worten","von",3
"7781","ich","wünsche","dir","ein",3
"7782","sind","nach","wie","vor",3
"7783","nach","wie","vor","das",3
"7784","da","freue","ich","mich",3
"7785","und","nun","kommt","der",3
"7786","hast","du","denn","für",3
"7787","das","licht","aus","und",3
"7788","habe","ich","mich","mal",3
"7789","nur","noch","bis","zum",3
"7790","ich","bin","aber","auch",3
"7791","das","ist","der","punkt",3
"7792","und","an","manchen","tagen",3
"7793","das","leben","ist","hart",3
"7794","ich","mich","dann","doch",3
"7795","ein","ganz","kleines","bisschen",3
"7796","was","bin","ich","froh",3
"7797","für","die","saison","2011",3
"7798","ist","es","sogar","noch",3
"7799","ist","das","ein","schlechtes",3
"7800","frage","mich","was","ich",3
"7801","wie","in","diesem","jahr",3
"7802","mal","auf","dem","weg",3
"7803","fühlt","es","sich","an",3
"7804","ich","mich","in","die",3
"7805","gibt","es","bei","uns",3
"7806","nächste","woche","muss","ich",3
"7807","begeistert","von","der","neuen",3
"7808","dass","er","in","der",3
"7809","in","vielen","anderen","städten",3
"7810","ist","er","nicht","zu",3
"7811","es","ist","auf","jeden",3
"7812","zur","kenntnis","nehmen","dass",3
"7813","tür","und","tor","geöffnet",3
"7814","ich","wünsche","euch","viel",3
"7815","hab","ein","schlechtes","gewissen",3
"7816","ich","muss","auch","noch",3
"7817","kenn","ich","zu","gut",3
"7818","gibt","es","heute","nicht",3
"7819","download","zur","verfügung","stehen",3
"7820","mit","dem","chef","der",3
"7821","aber","es","ist","alles",3
"7822","so","kann","ich","mich",3
"7823","in","die","türkei","und",3
"7824","habe","ich","heute","auch",3
"7825","dass","es","sie","gibt",3
"7826","gegen","den","fc","bayern",3
"7827","die","zeit","zwischen","dem",3
"7828","dass","die","npd","mit",3
"7829","auf","ganz","hohem","niveau",3
"7830","ja","hin","und","wieder",3
"7831","ich","mal","wieder","ein",3
"7832","alles","halb","so","wild",3
"7833","ist","der","einzige","der",3
"7834","ich","freue","mich","wie",3
"7835","ich","mich","in","den",3
"7836","denn","es","geht","um",3
"7837","ich","nicht","der","einzige",3
"7838","sieht","nicht","gut","aus",3
"7839","was","in","der","art",3
"7840","ist","um","14","uhr",3
"7841","man","merkt","dass","sie",3
"7842","wünsch","euch","allen","eine",3
"7843","gegen","die","stimmen","der",3
"7844","auf","den","markt","zu",3
"7845","den","markt","zu","bringen",3
"7846","es","geht","um","mehr",3
"7847","geht","um","mehr","als",3
"7848","ähnlich","wie","bei","der",3
"7849","es","einen","zusammenhang","zwischen",3
"7850","in","der","küche","und",3
"7851","so","viel","ist","sicher",3
"7852","es","beim","nächsten","mal",3
"7853","ist","ein","teil","der",3
"7854","in","der","neuen","woche",3
"7855","es","sich","hierbei","um",3
"7856","sind","wir","auch","schon",3
"7857","wie","es","einmal","war",3
"7858","ich","mir","dann","auch",3
"7859","ist","zwar","nicht","mehr",3
"7860","auch","die","kosten","für",3
"7861","ja","was","denn","nun",3
"7862","ich","glaube","dass","er",3
"7863","dass","ich","sie","nicht",3
"7864","aber","das","war","es",3
"7865","vor","den","augen","der",3
"7866","kombination","aus","ultraschall","carvitation",3
"7867","aus","ultraschall","carvitation","und",3
"7868","ultraschall","carvitation","und","ems",3
"7869","carvitation","und","ems","training",3
"7870","und","ems","training","ist",3
"7871","ems","training","ist","perfekt",3
"7872","training","ist","perfekt","dazu",3
"7873","war","ich","noch","nie",3
"7874","ist","perfekt","dazu","geeignet",3
"7875","perfekt","dazu","geeignet","unkomplizierterfolgreich",3
"7876","dazu","geeignet","unkomplizierterfolgreich","und",3
"7877","die","problemzonen","zu","entfernen",3
"7878","problemzonen","zu","entfernen","und",3
"7879","zu","entfernen","und","den",3
"7880","entfernen","und","den","körper",3
"7881","und","den","körper","zu",3
"7882","den","körper","zu","straffen",3
"7883","körper","zu","straffen","und",3
"7884","zu","straffen","und","zu",3
"7885","straffen","und","zu","modellieren",3
"7886","für","ein","paar","monate",3
"7887","kann","ich","mir","gut",3
"7888","ich","mir","gut","vorstellen",3
"7889","in","der","realen","welt",3
"7890","zur","arbeit","zu","fahren",3
"7891","die","daumen","dass","ich",3
"7892","genau","aus","diesem","grund",3
"7893","der","wirtschafts","und","finanzkrise",3
"7894","es","probleme","mit","der",3
"7895","und","es","wird","sich",3
"7896","mehr","als","einer","million",3
"7897","habe","ich","mit","dem",3
"7898","sorgt","dafür","dass","ich",3
"7899","ich","der","meinung","bin",3
"7900","der","meinung","bin","dass",3
"7901","ist","es","auch","für",3
"7902","es","auch","für","den",3
"7903","dachte","ich","mir","ich",3
"7904","wird","es","auch","in",3
"7905","deswegen","habe","ich","mir",3
"7906","was","es","mit","dem",3
"7907","zu","einer","zeit","als",3
"7908","nicht","mehr","so","einfach",3
"7909","würdest","du","tun","wenn",3
"7910","es","war","einfach","nur",3
"7911","erste","mal","dass","ein",3
"7912","noch","nicht","ganz","fertig",3
"7913","mal","ein","oder","zwei",3
"7914","die","momente","in","denen",3
"7915","habe","ich","noch","ein",3
"7916","es","ist","eben","nicht",3
"7917","wie","es","um","die",3
"7918","um","bis","zu","30",3
"7919","um","rund","50","prozent",3
"7920","handy","abhören","software","download",3
"7921","wenn","man","sich","mit",3
"7922","in","den","räumlichkeiten","des",3
"7923","einen","schönen","sonntag","wünsche",3
"7924","hatte","das","nichts","zu",3
"7925","die","in","der","nähe",3
"7926","es","ist","so","herrlich",3
"7927","auf","den","posten","des",3
"7928","und","was","passiert","wenn",3
"7929","im","großen","saal","der",3
"7930","ist","nun","mal","ein",3
"7931","erst","zum","ende","der",3
"7932","die","frage","nach","einem",3
"7933","würde","mich","mal","interessieren",3
"7934","es","nicht","so","dass",3
"7935","davon","ausgehen","dass","die",3
"7936","das","ist","noch","nicht",3
"7937","das","mit","mir","zu",3
"7938","mir","zu","tun","hat",3
"7939","ich","kann","mir","nur",3
"7940","nicht","weit","weg","von",3
"7941","unter","kontrolle","gebracht","werden",3
"7942","in","berlin","und","hamburg",3
"7943","etwas","mehr","als","einer",3
"7944","mehr","als","einer","woche",3
"7945","als","einer","woche","im",3
"7946","ich","muss","gestehen","dass",3
"7947","auf","das","eintreffen","der",3
"7948","für","den","einsatz","von",3
"7949","gut","gefallen","haben","und",3
"7950","sehen","wie","sich","das",3
"7951","wir","schreiben","das","jahr",3
"7952","ist","es","nicht","aber",3
"7953","habe","ich","in","meiner",3
"7954","auch","ein","teil","der",3
"7955","aber","auch","die","anderen",3
"7956","mehr","geld","für","den",3
"7957","ich","will","die","sein",3
"7958","trennung","von","investmentbanking","und",3
"7959","möchte","ich","auch","mal",3
"7960","kommt","es","zu","einer",3
"7961","nicht","so","leicht","zu",3
"7962","ich","ja","auch","aber",3
"7963","und","es","haben","sich",3
"7964","ein","halbes","jahr","zeit",3
"7965","habe","zum","ersten","mal",3
"7966","bis","18","uhr","und",3
"7967","gibt","es","natürlich","auch",3
"7968","ich","will","einfach","nur",3
"7969","hätte","ich","gewusst","dass",3
"7970","dann","hab","ich","mir",3
"7971","hab","ich","mir","noch",3
"7972","ist","es","auf","jeden",3
"7973","hier","ab","und","zu",3
"7974","es","stellte","sich","heraus",3
"7975","die","frage","gestellt","ob",3
"7976","die","einzige","frau","in",3
"7977","wie","machst","du","das",3
"7978","die","geschichte","um","die",3
"7979","jetzt","ärgere","ich","mich",3
"7980","ich","mich","auch","noch",3
"7981","aus","dem","selben","grund",3
"7982","meiner","meinung","nach","nicht",3
"7983","das","hat","nicht","nur",3
"7984","noch","nicht","in","der",3
"7985","erst","recht","wenn","man",3
"7986","sie","zu","beginn","des",3
"7987","der","sich","mit","dem",3
"7988","wieder","in","den","griff",3
"7989","in","den","griff","kriegen",3
"7990","und","nach","ein","paar",3
"7991","so","fühlt","es","sich",3
"7992","das","ist","im","prinzip",3
"7993","auf","jeden","fall","wert",3
"7994","aber","wir","haben","uns",3
"7995","aber","man","weiß","ja",3
"7996","schon","vor","einiger","zeit",3
"7997","nach","ihrer","rückkehr","aus",3
"7998","an","die","opfer","des",3
"7999","auf","den","grund","zu",3
"8000","so","nach","dem","motto",3
"8001","platz","auf","dem","podium",3
"8002","aber","ich","habe","so",3
"8003","von","dort","geht","es",3
"8004","weiß","nicht","ob","es",3
"8005","in","der","nähe","und",3
"8006","ich","kann","nicht","anders",3
"8007","ich","kann","mich","an",3
"8008","das","wird","eine","tolle",3
"8009","letztes","jahr","mit","dem",3
"8010","ich","habe","da","so",3
"8011","die","besten","der","besten",3
"8012","in","politik","und","medien",3
"8013","dann","in","der","nächsten",3
"8014","es","sich","leisten","können",3
"8015","vom","ersten","tag","an",3
"8016","ich","würde","gerne","mal",3
"8017","die","nächsten","fünf","jahre",3
"8018","mehr","als","20","jahren",3
"8019","wieder","in","die","heimat",3
"8020","anders","und","zweitens","als",3
"8021","und","zweitens","als","man",3
"8022","zweitens","als","man","denkt",3
"8023","dass","ich","mich","auf",3
"8024","werden","heißt","es","im",3
"8025","es","fühlt","sich","an",3
"8026","ems","ist","die","abkürzung",3
"8027","ist","die","abkürzung","von",3
"8028","die","abkürzung","von","elektromyostimulation",3
"8029","abkürzung","von","elektromyostimulation","elektroimpulse",3
"8030","elektroimpulse","trainieren","ohne","bewegung",3
"8031","trainieren","ohne","bewegung","die",3
"8032","ohne","bewegung","die","verschiedenen",3
"8033","im","körper","anstatt","im",3
"8034","dem","ems-training","eine","entsprechende",3
"8035","ems-training","eine","entsprechende","ausrüstung",3
"8036","eine","entsprechende","ausrüstung","mit",3
"8037","entsprechende","ausrüstung","mit","daran",3
"8038","elektroden","diese","elektroden","regen",3
"8039","elektroden","regen","jeden","einzelnen",3
"8040","regen","jeden","einzelnen","muskel",3
"8041","jeden","einzelnen","muskel","zur",3
"8042","einzelnen","muskel","zur","kontraktion",3
"8043","an","wodurch","die","muskulatur",3
"8044","wodurch","die","muskulatur","gestärkt",3
"8045","die","muskulatur","gestärkt","wird",3
"8046","elektroimpulse","sind","schmerzlos","risikofrei",3
"8047","sind","schmerzlos","risikofrei","und",3
"8048","schmerzlos","risikofrei","und","auch",3
"8049","risikofrei","und","auch","bei",3
"8050","macht","ihr","das","mit",3
"8051","hin","und","her","mit",3
"8052","im","auge","des","betrachters",3
"8053","ist","das","nicht","was",3
"8054","in","dem","sie","ihre",3
"8055","als","ich","dann","um",3
"8056","habe","ich","mit","einer",3
"8057","im","bezug","auf","die",3
"8058","in","den","augen","hatte",3
"8059","was","habe","ich","mich",3
"8060","schon","seit","einigen","jahren",3
"8061","so","lange","an","der",3
"8062","in","die","nähe","von",3
"8063","ist","einfach","zu","viel",3
"8064","haben","wir","uns","mit",3
"8065","so","dass","es","sich",3
"8066","so","wie","ich","bin",3
"8067","und","zum","schluss","noch",3
"8068","nur","ab","und","an",3
"8069","in","den","1980er","jahren",3
"8070","auf","diese","weise","in",3
"8071","es","allein","um","den",3
"8072","mit","der","sie","die",3
"8073","frage","ich","mich","was",3
"8074","in","der","lage","zu",3
"8075","ja","aber","ich","habe",3
"8076","wie","sie","mit","dem",3
"8077","am","ende","des","buches",3
"8078","vor","dem","spiegel","und",3
"8079","vor","zehn","jahren","noch",3
"8080","kann","man","sich","vor",3
"8081","über","diät-produkte","nicht","mehr",3
"8082","diät-produkte","nicht","mehr","retten",3
"8083","wie","schon","so","oft",3
"8084","lässt","sich","sagen","dass",3
"8085","ich","kann","nur","sagen",3
"8086","sich","heraus","dass","die",3
"8087","ist","und","wie","man",3
"8088","vom","feuer","nehmen","und",3
"8089","die","rettung","des","euros",3
"8090","auch","wenn","sie","es",3
"8091","in","höhe","von","50",3
"8092","aber","es","gibt","ein",3
"8093","und","nicht","mit","dem",3
"8094","ich","bin","sehr","stolz",3
"8095","die","wirtschaft","des","landes",3
"8096","ist","zu","erwarten","dass",3
"8097","heißt","es","dass","der",3
"8098","der","herr","der","ringe",3
"8099","es","war","mir","egal",3
"8100","von","der","deutschen","bank",3
"8101","wenn","auch","nicht","so",3
"8102","und","ich","kann","es",3
"8103","die","beiden","männer","sind",3
"8104","auf","keinen","fall","nur",3
"8105","aber","nicht","so","sehr",3
"8106","zu","hoffen","dass","die",3
"8107","als","auch","in","der",3
"8108","schon","vor","vielen","jahren",3
"8109","nichts","zu","tun","auch",3
"8110","nicht","vergessen","werden","dass",3
"8111","natürlich","gibt","es","auch",3
"8112","den","weg","zu","bringen",3
"8113","aber","auch","an","den",3
"8114","mit","dem","ergebnis","dass",3
"8115","und","dem","damit","verbundenen",3
"8116","ob","mit","oder","ohne",3
"8117","ist","das","in","der",3
"8118","zu","ihm","hingezogen","fühlt",3
"8119","mehr","und","mehr","in",3
"8120","das","ist","das","gute",3
"8121","in","tunesien","und","ägypten",3
"8122","an","dem","sich","die",3
"8123","das","zeigt","dass","man",3
"8124","auch","nach","dem","ende",3
"8125","nach","dem","willen","des",3
"8126","ich","schon","so","lange",3
"8127","für","den","bau","eines",3
"8128","durch","die","gegend","laufen",3
"8129","und","man","kann","sie",3
"8130","den","augen","zu","verlieren",3
"8131","die","leute","in","der",3
"8132","in","dieser","zeit","ist",3
"8133","stellen","wir","fest","dass",3
"8134","menschen","überall","auf","der",3
"8135","dies","gilt","vor","allem",3
"8136","aus","der","pistole","geschossen",3
"8137","aber","das","kann","sich",3
"8138","sich","auch","in","der",3
"8139","und","ich","hoffe","dass",3
"8140","zeige","ich","euch","noch",3
"8141","am","tag","nach","dem",3
"8142","ich","ein","paar","tage",3
"8143","sich","dafür","aus","die",3
"8144","auf","der","einen","und",3
"8145","für","mich","war","es",3
"8146","mich","war","es","eine",3
"8147","hatte","ich","mir","den",3
"8148","wie","möglich","zu","halten",3
"8149","die","sich","mit","der",3
"8150","haben","so","dass","es",3
"8151","auf","einer","fläche","von",3
"8152","haben","mein","mann","und",3
"8153","wird","wie","folgt","beschrieben",3
"8154","in","der","hoffnung","auf",3
"8155","nicht","mehr","aus","der",3
"8156","die","frage","nach","einer",3
"8157","dass","ich","das","alles",3
"8158","und","so","ganz","nebenbei",3
"8159","den","letzten","zwei","jahren",3
"8160","nach","den","regeln","des",3
"8161","gar","nicht","mehr","an",3
"8162","man","fragt","sich","was",3
"8163","und","als","ich","dann",3
"8164","ein","drittel","der","befragten",3
"8165","ist","es","aus","mit",3
"8166","sich","selbst","und","ihren",3
"8167","so","das","fazit","der",3
"8168","nach","zwei","bis","drei",3
"8169","statt","schweißtreibendem","work-out","im",3
"8170","mit","einigen","elektroden","an",3
"8171","einigen","elektroden","an","diese",3
"8172","viel","zeit","und","mühe",3
"8173","zeit","und","mühe","gekostet",3
"8174","und","mühe","gekostet","hätte",3
"8175","zeitsparend","problemzonen","los","strafft",3
"8176","problemzonen","los","strafft","seinen",3
"8177","los","strafft","seinen","körper",3
"8178","strafft","seinen","körper","und",3
"8179","formt","die","konturen","ideal",3
"8180","mit","einer","von","den",3
"8181","noch","einmal","neu","gemischt",3
"8182","zeit","habe","ich","nur",3
"8183","keine","zweifel","an","der",3
"8184","an","einem","unbekannten","ort",3
"8185","ab","und","zu","gibt",3
"8186","und","damit","auch","für",3
"8187","ich","bin","der","festen",3
"8188","bin","der","festen","überzeugung",3
"8189","in","der","tat","der",3
"8190","kriege","im","irak","und",3
"8191","und","vor","allem","sehr",3
"8192","noch","ein","paar","mal",3
"8193","kann","und","was","nicht",3
"8194","hier","mal","ein","paar",3
"8195","auch","an","diesem","tag",3
"8196","handelt","sich","dabei","um",3
"8197","es","ist","kein","zufall",3
"8198","ist","kein","zufall","dass",3
"8199","das","erste","mal","zu",3
"8200","quer","durch","die","stadt",3
"8201","die","erinnerung","an","das",3
"8202","in","der","eigenen","hälfte",3
"8203","sie","sich","für","einen",3
"8204","des","bundes","der","steuerzahler",3
"8205","die","ersten","beiden","wochen",3
"8206","wie","auch","in","den",3
"8207","dass","ich","nicht","nur",3
"8208","sie","sich","für","die",3
"8209","hoffe","ich","dass","es",3
"8210","ich","habe","schon","viele",3
"8211","hat","man","das","gefühl",3
"8212","ist","aber","ich","glaube",3
"8213","ofen","auf","180","grad",3
"8214","auf","180","grad","ober",3
"8215","180","grad","ober","unterhitze",3
"8216","grad","ober","unterhitze","vorheizen",3
"8217","mich","freuen","wenn","ihr",3
"8218","damit","zum","ersten","mal",3
"8219","ist","mit","hoher","wahrscheinlichkeit",3
"8220","der","online-ausgabe","der","zeitung",3
"8221","ich","habe","mich","immer",3
"8222","eine","frage","des","geldes",3
"8223","sie","sich","zu","hause",3
"8224","die","zweite","hälfte","des",3
"8225","wir","uns","in","einer",3
"8226","ein","gutes","zeichen","wenn",3
"8227","man","erfolgreich","und","zeitsparend",3
"8228","erfolgreich","und","zeitsparend","problemzonen",3
"8229","problemzonen","los","festigt","seinen",3
"8230","los","festigt","seinen","körper",3
"8231","festigt","seinen","körper","und",3
"8232","aus","dem","ganzen","land",3
"8233","frankfurt","am","main","die",3
"8234","zu","tun","haben","wenn",3
"8235","das","ist","ja","alles",3
"8236","habe","ich","mal","wieder",3
"8237","um","das","zu","verhindern",3
"8238","ob","es","sich","bei",3
"8239","und","mit","salz","und",3
"8240","der","vorsitzende","des","bundes",3
"8241","in","einer","welt","die",3
"8242","vom","ersten","augenblick","an",3
"8243","denn","sonst","würde","ich",3
"8244","euch","allen","noch","einen",3
"8245","ein","ding","der","unmöglichkeit",3
"8246","ich","hoffe","sehr","dass",3
"8247","die","richtige","richtung","aber",3
"8248","ihr","euch","auch","schon",3
"8249","ich","es","geschafft","habe",3
"8250","der","sich","mit","den",3
"8251","die","ich","noch","nicht",3
"8252","ist","und","dass","es",3
"8253","in","den","eigenen","vier",3
"8254","die","saison","ist","noch",3
"8255","habe","ich","mich","entschieden",3
"8256","stellt","sich","heraus","dass",3
"8257","aber","ist","es","nicht",3
"8258","dass","ich","nur","noch",3
"8259","als","50","prozent","der",3
"8260","wenn","es","sein","muss",3
"8261","halbieren","und","die","kerne",3
"8262","last","but","not","least",3
"8263","werden","auf","jeden","fall",3
"8264","in","welcher","form","auch",3
"8265","welcher","form","auch","immer",3
"8266","hat","es","schwer","in",3
"8267","es","schwer","in","der",3
"8268","irgendwo","auf","der","welt",3
"8269","nicht","ganz","im","gegenteil",3
"8270","wie","in","den","letzten",3
"8271","in","der","welt","und",3
"8272","es","war","für","uns",3
"8273","in","den","usa","einen",3
"8274","nicht","mehr","von","der",3
"8275","drehte","sie","sich","um",3
"8276","sie","sich","um","und",3
"8277","den","kopf","in","den",3
"8278","von","früh","bis","spät",3
"8279","scheiden","sich","die","geister",3
"8280","er","nicht","mehr","der",3
"8281","und","auch","auf","die",3
"8282","die","sie","vor","den",3
"8283","habe","ich","mich","gestern",3
"8284","habe","ich","ein","paar",3
"8285","in","der","rechtsextremen","szene",3
"8286","werden","sie","von","den",3
"8287","mit","seinen","mehr","als",3
"8288","auf","der","bühne","der",3
"8289","sei","an","dieser","stelle",3
"8290","meine","familie","und","meine",3
"8291","weniger","als","ein","prozent",3
"8292","im","kreuzfeuer","der","kritik",3
"8293","unter","kontrolle","zu","halten",3
"8294","in","politik","und","wirtschaft",3
"8295","weg","in","die","zukunft",3
"8296","auch","in","den","anderen",3
"8297","in","den","20er","jahren",3
"8298","ein","geschenk","des","himmels",3
"8299","werden","in","diesem","jahr",3
"8300","um","11","uhr","in",3
"8301","mehr","auf","die","reihe",3
"8302","das","was","in","den",3
"8303","schon","in","der","vergangenheit",3
"8304","in","absprache","mit","dem",3
"8305","in","der","16","minute",3
"8306","ist","nicht","möglich","die",3
