"","W1","W2","Count"
"88053","strategien","für",3
"88054","deutsche","einheit",3
"88055","der","#schule",3
"88056","ansprüche","sind",3
"88057","von","kommt",3
"88058","sonst","würd",3
"88059","rtl","ich",3
"88060","gibt's","eine",3
"88061","eine","homepage",3
"88062","band","des",3
"88063","glaub","dir",3
"88064","dass","ja",3
"88065","bier","an",3
"88066","naja","beim",3
"88067","person","wieder",3
"88068","ist","evtl",3
"88069","eine","station",3
"88070","sprache","nicht",3
"88071","wo","auf",3
"88072","hat","erneut",3
"88073","doodle","ist",3
"88074","ach","scheiße",3
"88075","das","geklappt",3
"88076","wozu","also",3
"88077","tl","zu",3
"88078","warum","gehst",3
"88079","nur","rum",3
"88080","einen","quatsch",3
"88081","telefon","ist",3
"88082","die","ansichten",3
"88083","für","lehrer",3
"88084","genau","dasselbe",3
"88085","der","jeweils",3
"88086","da","schließe",3
"88087","dem","posten",3
"88088","für","wertschätzung",3
"88089","birthday","liebe",3
"88090","ich","bekomms",3
"88091","den","frühstückstisch",3
"88092","der","beliebte",3
"88093","nicht","probieren",3
"88094","sein","dennoch",3
"88095","ich","treff",3
"88096","die","beatsteaks",3
"88097","triffst","du",3
"88098","liebe","berliner",3
"88099","bitte","geht",3
"88100","der","berlin",3
"88101","geräusche","aus",3
"88102","zdf","fernsehgarten",3
"88103","live","ab",3
"88104","nicht","hinten",3
"88105","kaum","hab",3
"88106","viele","bunte",3
"88107","singen","kann",3
"88108","nur","pech",3
"88109","lobe","ich",3
"88110","die","wortwahl",3
"88111","vor","schon",3
"88112","kompatibel","sind",3
"88113","versaut","ich",3
"88114","hier","echt",3
"88115","#fefe","weil",3
"88116","diesem","haus",3
"88117","bunt","ist",3
"88118","nich","da",3
"88119","interview","bei",3
"88120","schultag","und",3
"88121","passt","sich",3
"88122","langweilig","werden",3
"88123","gewonnen","ich",3
"88124","die","leitstelle",3
"88125","och","nöö",3
"88126","kinder","hätten",3
"88127","hätten","würden",3
"88128","ok","ok",3
"88129","zunge","zergehen",3
"88130","dran","dann",3
"88131","jetzt","dieses",3
"88132","höherem","berufen",3
"88133","dann","musste",3
"88134","bild","sieht",3
"88135","wie","passend",3
"88136","als","handgepäck",3
"88137","himmel","verdunkelt",3
"88138","auf","25",3
"88139","richtig","ausschlafen",3
"88140","oder","e-mail",3
"88141","zu","schaun",3
"88142","1","bekommen",3
"88143","liebe","männer",3
"88144","jetzt","wisst",3
"88145","ihr","bescheid",3
"88146","kindern","wird",3
"88147","mac","auch",3
"88148","regelmäßig","von",3
"88149","von","außerirdischen",3
"88150","durch","euch",3
"88151","dich","freust",3
"88152","das","event",3
"88153","noch","toll",3
"88154","stammtisch","für",3
"88155","die","kreativwirtschaft",3
"88156","dann","fragen",3
"88157","du","sowas",3
"88158","fröhlich","mit",3
"88159","immer","heute",3
"88160","neulich","in",3
"88161","am","ohr",3
"88162","jepp","ich",3
"88163","in","high",3
"88164","hier","fertig",3
"88165","dann","wer",3
"88166","am","allerbesten",3
"88167","sich","indirekt",3
"88168","dann","solltest",3
"88169","vielleicht","erst",3
"88170","recht","ein",3
"88171","der","hsg",3
"88172","schuhe","tragen",3
"88173","weight","watchers",3
"88174","und","frühstücken",3
"88175","immer","soviel",3
"88176","geredet","haben",3
"88177","fehler","das",3
"88178","artikel","folgt",3
"88179","dazu","bald",3
"88180","bald","neue",3
"88181","neue","songs",3
"88182","d","kommt",3
"88183","ein","tool",3
"88184","süß","3",3
"88185","ne","stimmung",3
"88186","schauen","von",3
"88187","alles","verantwortlich",3
"88188","bei","st",3
"88189","sascha","lobo",3
"88190","im","am",3
"88191","erneut","einen",3
"88192","alles","echt",3
"88193","echt","sehr",3
"88194","stabilisiert","sich",3
"88195","massiv","zu",3
"88196","ich","generell",3
"88197","bedeutet","ja",3
"88198","rücken","die",3
"88199","in","bett",3
"88200","urlaub","etwas",3
"88201","standing","ovations",3
"88202","tja","wer",3
"88203","vorhin","nicht",3
"88204","der","durchreise",3
"88205","19","30uhr",3
"88206","grünen","büro",3
"88207","im","funkloch",3
"88208","also","losgehen",3
"88209","der","br",3
"88210","oder","gibt's",3
"88211","wahnsinn","ist",3
"88212","oh","ne",3
"88213","ist","politik",3
"88214","anmelden","kann",3
"88215","sollten","zunächst",3
"88216","viele","shops",3
"88217","als","9",3
"88218","einzuloggen","und",3
"88219","zurück","bekommen",3
"88220","auch","überrascht",3
"88221","gerade","bin",3
"88222","4","zimmer",3
"88223","terrasse","mit",3
"88224","68","euro",3
"88225","ich","überlegt",3
"88226","dem","wein",3
"88227","neue","freunde",3
"88228","zähle","die",3
"88229","teil","hat",3
"88230","it","so",3
"88231","cool","wo",3
"88232","singen","die",3
"88233","wieder","training",3
"88234","oh","verdammt",3
"88235","zusammenhang","von",3
"88236","habe","durch",3
"88237","zwei","sätze",3
"88238","unnötig","war",3
"88239","ne","wii",3
"88240","nur","all",3
"88241","bist","zu",3
"88242","doof","finden",3
"88243","den","supermarkt",3
"88244","erst","abends",3
"88245","wem","sagst",3
"88246","mh","ich",3
"88247","tag","ihr",3
"88248","die","#db",3
"88249","darauf","erstmal",3
"88250","unzufrieden","ist",3
"88251","ein","gemütlicher",3
"88252","hochladen","die",3
"88253","erklärt","uns",3
"88254","ich","spielen",3
"88255","mir","liebe",3
"88256","erhalten","vielen",3
"88257","wahrscheinlich","mehr",3
"88258","ist","wahnsinn",3
"88259","lenkt","vom",3
"88260","sind","denen",3
"88261","aber","wissen",3
"88262","sehr","freut",3
"88263","die","sachlage",3
"88264","außerdem","läuft",3
"88265","nicht","wg",3
"88266","empfehlung","wünsche",3
"88267","vom","d",3
"88268","noch","dringend",3
"88269","vergessen","den",3
"88270","wir","wetten",3
"88271","ding","am",3
"88272","version","auch",3
"88273","es","weg",3
"88274","niemand","eine",3
"88275","mannheim","wir",3
"88276","streik","der",3
"88277","auto","steht",3
"88278","hallo","wie",3
"88279","fallen","bei",3
"88280","hauptsache","sie",3
"88281","kategorie","beste",3
"88282","deine","freunde",3
"88283","gefühl","daß",3
"88284","da","bleib",3
"88285","und","kassel",3
"88286","kassel","in",3
"88287","entwickeln","kann",3
"88288","singt","sie",3
"88289","gefühlt","10",3
"88290","hast","einfach",3
"88291","hab","für",3
"88292","auch","nötig",3
"88293","online","war",3
"88294","gestern","oder",3
"88295","die","eigenschaft",3
"88296","eigenschaft","der",3
"88297","plan","nach",3
"88298","24","juni",3
"88299","und","aufklärung",3
"88300","einem","donnerstag",3
"88301","und","kommentieren",3
"88302","gehen","morgen",3
"88303","morgen","raus",3
"88304","die","folien",3
"88305","letzten","reihe",3
"88306","einen","#ff",3
"88307","ein","überraschend",3
"88308","gut","gemachter",3
"88309","gerade","macht",3
"88310","se","doch",3
"88311","black","ops",3
"88312","meinem","persönlichen",3
"88313","wohn","in",3
"88314","anfrage","für",3
"88315","ich","bilde",3
"88316","soll","dir",3
"88317","ding","aus",3
"88318","tokio","hotel",3
"88319","welt","the",3
"88320","wunder","ist",3
"88321","du","bereit",3
"88322","sein","produkt",3
"88323","feierabend","wie",3
"88324","mathe","lernen",3
"88325","pearl","jam",3
"88326","partei","werden",3
"88327","beachten","muss",3
"88328","daheim","endlich",3
"88329","harter","tag",3
"88330","ich","demnächst",3
"88331","arme","um",3
"88332","gewinnspiel","auf",3
"88333","einen","aufenthalt",3
"88334","vg","sd",3
"88335","nix","vor",3
"88336","und","bezahlbar",3
"88337","der","#cebit",3
"88338","landete","in",3
"88339","nur","kalt",3
"88340","kalt","auch",3
"88341","köln","sind",3
"88342","sind","bin",3
"88343","das","interface",3
"88344","4","monaten",3
"88345","tag","allen",3
"88346","berlin","calling",3
"88347","die","orga",3
"88348","der","metro",3
"88349","suche","nur",3
"88350","heizung","hat",3
"88351","oktober","hat",3
"88352","sach","noch",3
"88353","essen","würde",3
"88354","menschen","ihren",3
"88355","zukunft","vielleicht",3
"88356","per","iphone",3
"88357","hochladen","wenn",3
"88358","wette","mit",3
"88359","studierst","du",3
"88360","der","abstieg",3
"88361","schon","erwartet",3
"88362","schlafen","die",3
"88363","beiden","als",3
"88364","und","gehst",3
"88365","lieber","schlafen",3
"88366","mit","wo",3
"88367","wieder","verlieren",3
"88368","klar","vor",3
"88369","all","deinen",3
"88370","fällt","den",3
"88371","gibts","kein",3
"88372","alle","tage",3
"88373","gefällt","uns",3
"88374","vermutlich","zum",3
"88375","jetzt","geld",3
"88376","von","dow",3
"88377","twittert","heute",3
"88378","anderen","machen",3
"88379","zitat","ich",3
"88380","mich","warten",3
"88381","der","häuslichen",3
"88382","digitalen","revolution",3
"88383","friedrich","und",3
"88384","kürzlich","wieder",3
"88385","riecht","so",3
"88386","worden","hab",3
"88387","so","extrem",3
"88388","endlich","läuft",3
"88389","die","oberste",3
"88390","dem","sonnigen",3
"88391","so","leise",3
"88392","menschen","macht",3
"88393","nach","60",3
"88394","noch","0",3
"88395","irgendwie","glaube",3
"88396","twitter","bin",3
"88397","der","grafik",3
"88398","immer","starten",3
"88399","jetzt","the",3
"88400","liebe","wie",3
"88401","politischen","themen",3
"88402","gespielt","so",3
"88403","livestream","gibt",3
"88404","für","länder",3
"88405","nichts","geworden",3
"88406","nicht","angehen",3
"88407","bürgerinitiativen","gegen",3
"88408","spaß","für",3
"88409","peter","lustig",3
"88410","richtung","bett",3
"88411","fürchte","nein",3
"88412","au","backe",3
"88413","sich","empört",3
"88414","empört","über",3
"88415","im","ganz",3
"88416","august","auf",3
"88417","tisch","gelegt",3
"88418","finanzminister","in",3
"88419","bestellt","werde",3
"88420","das","hp",3
"88421","auch","kaffee",3
"88422","anfang","für",3
"88423","dieser","variante",3
"88424","variante","die",3
"88425","zum","genießen",3
"88426","eduard","von",3
"88427","gemeint","aber",3
"88428","aber","vieles",3
"88429","hohe","kosten",3
"88430","monaten","ein",3
"88431","geht","irgendwie",3
"88432","den","vormittag",3
"88433","damit","uns",3
"88434","frau","ins",3
"88435","der","#deutschen",3
"88436","du","heut",3
"88437","nationalmannschaft","in",3
"88438","noch","kannst",3
"88439","nutzen","kann",3
"88440","jahr","urlaub",3
"88441","ersten","sekunde",3
"88442","sekunde","an",3
"88443","kurz","weg",3
"88444","bin","gerne",3
"88445","wird","neu",3
"88446","wochenende","rt",3
"88447","anmeldung","ist",3
"88448","werd","nicht",3
"88449","so","echt",3
"88450","kaffee","jetzt",3
"88451","es","drauf",3
"88452","hängt","immer",3
"88453","schlaft","schön",3
"88454","gleichzeitig","laufen",3
"88455","um","möglichst",3
"88456","social","marketing",3
"88457","ich","fall",3
"88458","tolles","team",3
"88459","europas","an",3
"88460","geraten","kann",3
"88461","uni","fahren",3
"88462","n","bissl",3
"88463","seite","bei",3
"88464","argument","ist",3
"88465","retro","nicht",3
"88466","alles","klingt",3
"88467","über","hannover",3
"88468","dem","soli",3
"88469","die","steht",3
"88470","dafür","wieder",3
"88471","kann","s",3
"88472","gibt's","mehr",3
"88473","sein","hatte",3
"88474","hatte","eh",3
"88475","berlin","du",3
"88476","unter","oder",3
"88477","eine","ansage",3
"88478","belege","für",3
"88479","darüber","streiten",3
"88480","welche","übrig",3
"88481","übrig","der",3
"88482","ein","kätzchen",3
"88483","eine","komödie",3
"88484","nicht","aufgehört",3
"88485","fleisch","auf",3
"88486","ne","dose",3
"88487","vom","vielen",3
"88488","s","erst",3
"88489","für","ewig",3
"88490","layout","und",3
"88491","immer","oder",3
"88492","g","in",3
"88493","nacht","wer",3
"88494","nu","ist",3
"88495","verstanden","wir",3
"88496","knut","ist",3
"88497","jemandem","einen",3
"88498","kann","tödlich",3
"88499","ist","billig",3
"88500","billig","und",3
"88501","sofort","ab",3
"88502","locker","auf",3
"88503","wegen","so",3
"88504","grad","fett",3
"88505","platz","neben",3
"88506","neben","ihr",3
"88507","außer","das",3
"88508","dank","wünsche",3
"88509","feuerkraft","des",3
"88510","verbrannt","werden",3
"88511","kam","kein",3
"88512","wochen","vorher",3
"88513","habs","heute",3
"88514","grad","kein",3
"88515","für","du",3
"88516","beste","danke",3
"88517","wasn","das",3
"88518","auswahl","ist",3
"88519","tag","einfach",3
"88520","dir","über",3
"88521","osnabrück","zum",3
"88522","wartungsarbeiten","am",3
"88523","#wochenende","mit",3
"88524","ist","nervig",3
"88525","privatfernsehen","ist",3
"88526","zwei","pakete",3
"88527","einigen","minuten",3
"88528","ziehe","es",3
"88529","spass","zu",3
"88530","von","ddorf",3
"88531","black","sabbath",3
"88532","world","tour",3
"88533","haben","weniger",3
"88534","sonst","um",3
"88535","neue","freundschaften",3
"88536","dem","flug",3
"88537","convention","in",3
"88538","input","und",3
"88539","der","affe",3
"88540","naiv","und",3
"88541","oder","fragen",3
"88542","die","unbedingt",3
"88543","das","denkt",3
"88544","den","papierkorb",3
"88545","nachhause","und",3
"88546","wieder","rt",3
"88547","bundeskongress","der",3
"88548","jetzt","verstehen",3
"88549","sich","offensichtlich",3
"88550","papiere","und",3
"88551","verletzungen","durch",3
"88552","was","apple",3
"88553","apple","microsoft",3
"88554","blackberry","und",3
"88555","bin","will",3
"88556","homo","faber",3
"88557","neue","ersetzt",3
"88558","zauberer","von",3
"88559","zum","surfen",3
"88560","erstellen","sie",3
"88561","frankfurt","ein",3
"88562","kostet","bei",3
"88563","bull","und",3
"88564","woche","danach",3
"88565","kein","macbook",3
"88566","schön","heute",3
"88567","zu","erschrecken",3
"88568","vorn","mit",3
"88569","spalten","das",3
"88570","ding","d",3
"88571","keine","zahlen",3
"88572","fragen","einfach",3
"88573","bundesliga","die",3
"88574","das","dampft",3
"88575","leider","ins",3
"88576","offiziellen","start",3
"88577","des","semesters",3
"88578","höre","was",3
"88579","15","seiten",3
"88580","als","hobby",3
"88581","regen","stehen",3
"88582","gegen","studiengebühren",3
"88583","nicht","unabhängig",3
"88584","einstellung","zur",3
"88585","checkt","das",3
"88586","passiert","der",3
"88587","mit","nazis",3
"88588","sieht","plötzlich",3
"88589","von","wird",3
"88590","richtige","wahl",3
"88591","mir","erklären",3
"88592","bei","ankunft",3
"88593","das","sinn",3
"88594","tage","nichts",3
"88595","die","verstehen",3
"88596","ist","11",3
"88597","und","hängte",3
"88598","ein","s",3
"88599","meine","besten",3
"88600","richtig","nicht",3
"88601","für","gutes",3
"88602","und","eurer",3
"88603","ein","besinnliches",3
"88604","freuen","da",3
"88605","besser","auch",3
"88606","regnen","und",3
"88607","nächste","zug",3
"88608","wirklich","extrem",3
"88609","offensichtlich","wird",3
"88610","polizei","nur",3
"88611","berliner","u-bahn",3
"88612","hier","nämlich",3
"88613","also","erstmal",3
"88614","hand","haben",3
"88615","session","für",3
"88616","dradio","wissen",3
"88617","moderiert","von",3
"88618","stimmt","eigentlich",3
"88619","dem","folgen",3
"88620","merken","es",3
"88621","ich","bau",3
"88622","ein","pils",3
"88623","komm","gleich",3
"88624","sehr","romantisch",3
"88625","als","dirigent",3
"88626","okay","alles",3
"88627","keiner","zum",3
"88628","bauen","sie",3
"88629","hier","sagt",3
"88630","zwischen","3",3
"88631","das","drei",3
"88632","bist","p",3
"88633","sicher","d",3
"88634","wollen","haben",3
"88635","naja","ihr",3
"88636","so","erste",3
"88637","wäre","vermutlich",3
"88638","mehr","weit",3
"88639","erwartet","keine",3
"88640","wahnsinn","wie",3
"88641","a","zu",3
"88642","mütter","die",3
"88643","haben","beschlossen",3
"88644","ist","legitim",3
"88645","ja","lust",3
"88646","trick","bei",3
"88647","keine","klare",3
"88648","ok","in",3
"88649","sie","reif",3
"88650","genug","das",3
"88651","ist","angebrochen",3
"88652","und","mathe",3
"88653","in","neustadt",3
"88654","ein","samstag",3
"88655","bewerben","und",3
"88656","zur","sozialen",3
"88657","möglich","unter",3
"88658","nochmal","und",3
"88659","da","einiges",3
"88660","bei","icq",3
"88661","dem","verkäufer",3
"88662","eigenschaft","die",3
"88663","the","tourist",3
"88664","kilometer","hinter",3
"88665","da","sagst",3
"88666","kam","meine",3
"88667","ihn","braucht",3
"88668","mensch","braucht",3
"88669","vor","begeisterung",3
"88670","von","bernhard",3
"88671","kommt","selten",3
"88672","grüß","dich",3
"88673","vermutlich","eh",3
"88674","eh","niemand",3
"88675","lieben","uns",3
"88676","boden","aus",3
"88677","viel","nicht",3
"88678","mein","innerer",3
"88679","letzte","ist",3
"88680","jemand","ist",3
"88681","mehr","schiefgehen",3
"88682","#saxlt","#handygate",3
"88683","#handygate","hahn",3
"88684","wenn","plan",3
"88685","nie","hätte",3
"88686","jetzt","jedes",3
"88687","der","spannende",3
"88688","anderen","schuld",3
"88689","den","meine",3
"88690","gucken","wer",3
"88691","marketing","social",3
"88692","19","15",3
"88693","wenn","nich",3
"88694","singt","das",3
"88695","akzeptiere","ich",3
"88696","von","frühling",3
"88697","richtig","über",3
"88698","wollt","jetzt",3
"88699","sogar","leute",3
"88700","zu","bändigen",3
"88701","meist","ist",3
"88702","für","steve",3
"88703","jobs","tod",3
"88704","glück","kommt",3
"88705","ein","android",3
"88706","android","handy",3
"88707","unglaublich","die",3
"88708","reißen","und",3
"88709","und","bleib",3
"88710","der","fahrzeuge",3
"88711","mir","gings",3
"88712","jan","feb",3
"88713","zum","rathaus",3
"88714","öffentliche","sitzung",3
"88715","ton","zu",3
"88716","meldung","über",3
"88717","also","liebe",3
"88718","nö","dann",3
"88719","noch","2-3",3
"88720","echtes","problem",3
"88721","gott","diese",3
"88722","wo","habe",3
"88723","wort","zur",3
"88724","my","love",3
"88725","bitter","wenn",3
"88726","im","türkischen",3
"88727","fernsehen","macht",3
"88728","blitz","und",3
"88729","nö","der",3
"88730","als","1300",3
"88731","weg","rt",3
"88732","auch","interessant",3
"88733","an","gilt",3
"88734","für","eu",3
"88735","die","gegenleistung",3
"88736","gegenleistung","für",3
"88737","smartphone","ist",3
"88738","tisch","in",3
"88739","abschied","ist",3
"88740","abgründe","auf",3
"88741","download","an",3
"88742","nach","michael",3
"88743","mich","macht",3
"88744","für","werbung",3
"88745","oder","mangelnde",3
"88746","die","ente",3
"88747","apfel","fällt",3
"88748","einfach","nich",3
"88749","bestraft","und",3
"88750","und","lernt",3
"88751","getränke","und",3
"88752","jemand","dabei",3
"88753","wusste","ja",3
"88754","nicht","folgst",3
"88755","und","chips",3
"88756","morgen","ganz",3
"88757","euch","herzlich",3
"88758","vorjahreszeitraum","auf",3
"88759","da","laut",3
"88760","tür","das",3
"88761","hälfte","vom",3
"88762","lieder","mit",3
"88763","damals","ins",3
"88764","jobs","war",3
"88765","16","meter",3
"88766","werde","wieder",3
"88767","marathon","laufen",3
"88768","beziehungen","sind",3
"88769","geholfen","zu",3
"88770","nichts","hab",3
"88771","schlinge","um",3
"88772","noch","draußen",3
"88773","berliner","s-bahn",3
"88774","beim","grünen",3
"88775","du","vollkommen",3
"88776","in","#google",3
"88777","teste","gerade",3
"88778","könnte","schlimmer",3
"88779","getroffen","den",3
"88780","wären","ich",3
"88781","viel","mir",3
"88782","internet","auch",3
"88783","lieben","3",3
"88784","traum","und",3
"88785","leben","vielleicht",3
"88786","grad","nur",3
"88787","und","fröhliche",3
"88788","mal","live",3
"88789","das","heutzutage",3
"88790","morgen","aktuell",3
"88791","8","grad",3
"88792","nutze","twitter",3
"88793","verkaufen","war",3
"88794","name","und",3
"88795","du","wer",3
"88796","kommt","halt",3
"88797","genervt","von",3
"88798","abend","feiern",3
"88799","feiern","mit",3
"88800","habe","ne",3
"88801","weniger","angst",3
"88802","dietmar","hopp",3
"88803","chance","haben",3
"88804","sind","allesamt",3
"88805","die","sbahn",3
"88806","60","min",3
"88807","tor","vor",3
"88808","tu","dresden",3
"88809","offenen","fenster",3
"88810","sehe","nicht",3
"88811","lange","man",3
"88812","angeboten","der",3
"88813","passend","dazu",3
"88814","langes","gespräch",3
"88815","geister","die",3
"88816","aktuelle","politische",3
"88817","politische","arbeit",3
"88818","gibt","fast",3
"88819","5","beim",3
"88820","gut","am",3
"88821","usain","bolt",3
"88822","to","bed",3
"88823","euch","sehr",3
"88824","sehr","vernachlässigt",3
"88825","im","tag",3
"88826","sonne","tanken",3
"88827","weiße","schokolade",3
"88828","sind","diejenigen",3
"88829","dirk","bach",3
"88830","bach","die",3
"88831","wer","kein",3
"88832","vom","training",3
"88833","spontan","nach",3
"88834","nach","m",3
"88835","ja","geradezu",3
"88836","sowas","geht",3
"88837","party","machen",3
"88838","gehts","aber",3
"88839","hmm","keine",3
"88840","zum","workshop",3
"88841","einstellung","ist",3
"88842","wirklich","gerne",3
"88843","persönlich","dass",3
"88844","spenden","sie",3
"88845","eine","stiftung",3
"88846","tür","vor",3
"88847","leid","getan",3
"88848","wir","bereiten",3
"88849","les","paul",3
"88850","unsere","mitgliederversammlung",3
"88851","austauschen","kann",3
"88852","unterschiedlich","sind",3
"88853","no","go",3
"88854","20","40",3
"88855","40","dann",3
"88856","und","kalter",3
"88857","jetzt","wirst",3
"88858","hunger","muss",3
"88859","mal","loben",3
"88860","hören","3",3
"88861","gegen","terror",3
"88862","das","#iphone4s",3
"88863","tolle","gespräche",3
"88864","deinen","besuch",3
"88865","immer","herzlich",3
"88866","beim","#twrm",3
"88867","mehr","interesse",3
"88868","kenne","da",3
"88869","höre","dass",3
"88870","it's","in",3
"88871","wartezeiten","auf",3
"88872","bringt","dir",3
"88873","übrigens","grad",3
"88874","pleite","aber",3
"88875","aber","zufrieden",3
"88876","dem","heim",3
"88877","selten","mal",3
"88878","neue","jeans",3
"88879","geworden","rt",3
"88880","sicher","gut",3
"88881","schön","2",3
"88882","bald","alles",3
"88883","merke","grad",3
"88884","kann","problemlos",3
"88885","aber","wozu",3
"88886","uhr","uni",3
"88887","politik","wirtschaft",3
"88888","der","track",3
"88889","düsseldorf","mit",3
"88890","sexy","sein",3
"88891","spannung","bis",3
"88892","dem","radio",3
"88893","ich","schaffen",3
"88894","schaffen","wenn",3
"88895","geraucht","hat",3
"88896","rechte","eingeräumt",3
"88897","wohnscouty","dir",3
"88898","der","wohnungssuche",3
"88899","bloß","keine",3
"88900","keine","kamera",3
"88901","seine","geschenke",3
"88902","geschenke","und",3
"88903","feiern","lässt",3
"88904","eine","seele",3
"88905","meine","motivation",3
"88906","ne","kippe",3
"88907","hause","vor",3
"88908","csi","miami",3
"88909","seid","bitte",3
"88910","duschen","gehen",3
"88911","laut","test",3
"88912","reiß","dich",3
"88913","as","well",3
"88914","next","to",3
"88915","diese","scheiß",3
"88916","ihr","hättet",3
"88917","in","chemie",3
"88918","jetzt","heim",3
"88919","ein","glücksgriff",3
"88920","kopf","frei",3
"88921","wetter","zum",3
"88922","kollege","fragt",3
"88923","frei","machen",3
"88924","schlechter","wird",3
"88925","machen","nach",3
"88926","schreibt","auf",3
"88927","junge","hat",3
"88928","geist","von",3
"88929","von","weihnachten",3
"88930","also","macht",3
"88931","immer","angst",3
"88932","mit","i",3
"88933","the","king",3
"88934","ein","live",3
"88935","und","top",3
"88936","diskutiert","ob",3
"88937","wenns","dir",3
"88938","du","gleich",3
"88939","hier","bleiben",3
"88940","braunschweig","ist",3
"88941","wieder","habe",3
"88942","mehr","melden",3
"88943","bei","ios",3
"88944","letzten","nacht",3
"88945","bei","sat",3
"88946","man","nich",3
"88947","ende","gibt",3
"88948","die","todo-liste",3
"88949","bürger","ist",3
"88950","bestandteil","von",3
"88951","nase","läuft",3
"88952","27","dezember",3
"88953","wieder","kann",3
"88954","ne","zweite",3
"88955","was","nutzt",3
"88956","auf","wünsche",3
"88957","woher","kommen",3
"88958","unser","500",3
"88959","500","follower",3
"88960","da","irgendjemand",3
"88961","euer","interesse",3
"88962","damit","dann",3
"88963","getwittert","werden",3
"88964","unterschiede","zu",3
"88965","zu","europa",3
"88966","zu","krank",3
"88967","menno","das",3
"88968","gerade","herausgefunden",3
"88969","wieder","aktuell",3
"88970","schauen","mit",3
"88971","bald","gehts",3
"88972","genervt","dass",3
"88973","trinken","würde",3
"88974","wird","neuer",3
"88975","irgendwann","unter",3
"88976","zu","kleben",3
"88977","du","darauf",3
"88978","mehr","kostet",3
"88979","kostet","und",3
"88980","problem","hätte",3
"88981","gerade","live",3
"88982","studio","ist",3
"88983","sollten","ihr",3
"88984","kleine","alte",3
"88985","alte","damen",3
"88986","typen","sind",3
"88987","bei","alice",3
"88988","wofür","steht",3
"88989","gerät","der",3
"88990","hält","im",3
"88991","übrigens","nur",3
"88992","300","stunden",3
"88993","viertelstunde","bis",3
"88994","uhr","feierabend",3
"88995","weiterentwicklung","des",3
"88996","klingt","ziemlich",3
"88997","marcus","weinberg",3
"88998","gerät","aus",3
"88999","dann","guck",3
"89000","wem","hab",3
"89001","spricht","nicht",3
"89002","mett","und",3
"89003","parfüm","und",3
"89004","neuen","route",3
"89005","alten","männer",3
"89006","aus","dänemark",3
"89007","froh","mit",3
"89008","zahlen","wollen",3
"89009","rasen","zu",3
"89010","rund","22",3
"89011","mitbewohner","hat",3
"89012","aus","bielefeld",3
"89013","steckt","doch",3
"89014","wenig","stunden",3
"89015","beim","betreten",3
"89016","na","es",3
"89017","ihrer","alten",3
"89018","alten","schule",3
"89019","was","eh",3
"89020","nach","jeweils",3
"89021","ja","ins",3
"89022","unseres","teams",3
"89023","schützt","die",3
"89024","auch","via",3
"89025","gesagt","nur",3
"89026","frisur","sitzt",3
"89027","spaß","hoffentlich",3
"89028","album","und",3
"89029","kaufen","wie",3
"89030","u","kann",3
"89031","nach","russland",3
"89032","platte","nicht",3
"89033","und","gründet",3
"89034","schaffen","könnte",3
"89035","einem","super",3
"89036","richtig","bei",3
"89037","neuen","staffel",3
"89038","leider","alle",3
"89039","so","bist",3
"89040","regelmäßig","am",3
"89041","nicht","erzählen",3
"89042","oder","englisch",3
"89043","kaputt","kann",3
"89044","cola","mit",3
"89045","arbeit","bis",3
"89046","um","06",3
"89047","da","versucht",3
"89048","der","stadtbahn",3
"89049","gerade","fragen",3
"89050","bringt","sich",3
"89051","letzten","24",3
"89052","geschichten","hinter",3
"89053","c","zu",3
"89054","tag","guten",3
"89055","nehme","mit",3
"89056","fujitsu","future",3
"89057","future","forum",3
"89058","super","wie",3
"89059","alles","reden",3
"89060","jo","hab",3
"89061","esse","aber",3
"89062","kommst","d",3
"89063","es","infos",3
"89064","bericht","in",3
"89065","gesucht","bei",3
"89066","interesse","meldet",3
"89067","osnabrück","ist",3
"89068","halt","mehr",3
"89069","den","zukünftigen",3
"89070","wo","arbeitest",3
"89071","meine","nächsten",3
"89072","und","ort",3
"89073","dank","twitter",3
"89074","sie","grundsätzlich",3
"89075","allem","warum",3
"89076","kinder","könnten",3
"89077","neues","lied",3
"89078","und","dialog",3
"89079","einiges","was",3
"89080","welcher","ist",3
"89081","wusst","ich",3
"89082","ein","feind",3
"89083","nicht","dachte",3
"89084","innen","gesehen",3
"89085","gesehen","weil",3
"89086","danke","nach",3
"89087","gleich","etwas",3
"89088","graues","haar",3
"89089","beim","rasieren",3
"89090","und","raucher",3
"89091","der","reeperbahn",3
"89092","retweetet","mich",3
"89093","game","over",3
"89094","bett","aus",3
"89095","meiner","katze",3
"89096","neue","liste",3
"89097","beiße","nicht",3
"89098","jemand","gesagt",3
"89099","verschickt","worden",3
"89100","rollt","und",3
"89101","und","rollt",3
"89102","straße","oder",3
"89103","war's","das",3
"89104","wo","kriege",3
"89105","wenig","neues",3
"89106","es","rechtzeitig",3
"89107","berlin","dabei",3
"89108","via","radio",3
"89109","radio","eins",3
"89110","balkon","aus",3
"89111","möchte","mal",3
"89112","tage","bin",3
"89113","schneller","war",3
"89114","erwartet","d",3
"89115","der","zwerg",3
"89116","wurden","werden",3
"89117","den","kinderwagen",3
"89118","kaffee","hilft",3
"89119","wörter","die",3
"89120","nachher","nochmal",3
"89121","mobile","first",3
"89122","andere","noch",3
"89123","den","ösis",3
"89124","frei","bei",3
"89125","verpasst","ist",3
"89126","twitter","profil",3
"89127","ich","mags",3
